id,message,original,genre
1502,Can a victim go to the Dominican Republic without passport?,Eske yon moun ki viktim ka al sen domeng san pasp,direct
1504,"Voice of america, please send this message for us. We are in Gressier, ti Boukan. We are starving, what we had is over. Please help us.",Lavwad lamerik fe mesaj la pase pou nou. Nou nan gresye 24 m seksyon ( ti boukan ) ap mouri grangou. Ti sa nou te genyen fini. Lanse apel la pou nou souple.,direct
1505,my children have problems life has become very hard where we Port-a. . ,timou n pwobl m lavi a vin n vrman di pou nou kote nou te port-a,direct
1506,"We are in Bremon, Solidarite street, Juvenat zone, we cant reach anything",Nou nan bremon impasse solidarite zon juvenat nou pa joinn anyen,direct
1507,we are without shelter. We heard there is help being given out. Where is it being given out? Which people are taking care of it? How can we find some help ourselved? We are in Croix des Bouquets.,"M'nan lavi a, san abri, se tande tande gen ed, ki kote yo bay yo, ki tip moun nou konfye misyon sa a? Koman nou ka jwenn nou menm?S. JUNIOR Komin kwadbouk",direct
1509,.. . Now were in Gonaives zone Kanal Bwa i send this message. .. ,a koulye nou GONAVE NAN YON zon ki se kanal bwa m ekri mesaj sa a,direct
1510,"today we get things to eat, tomorrow we won't find. ..",i jodi a nou jwen yon bagay pou nou manje demen nou pa ka jwen n m,direct
1511,I don't how you can help me maybe work or a foreign country. .. . ,pa konnen ki fason nou kabab ede m si se travay si se nan peyi etra,direct
1512,"We need help, food, water, clothes, tents, etc. My address is Center ( maybe UEBH center? ) at fort Mercredi. Thank you.","ri. Nou bezwen ed ijans, manje, dlo rad, tant etc. Adres mwen se sant uebh ki trouvel nan fo mikredi mesi",direct
1513,.. . you can send me somewhere to have a better life. .. with the conviction. .. msg lost ,nje nou kapab voye m pou m kapab jwen yon lavi miye ak asurans m kw,direct
1514,We're a family group living in Cabaret there are 20 of us that need tents ,"Nou se yon group fami, kap viv CABARETnou anviron 20 nou bezwen tant",direct
1515,".. we need special attention for Gresssier, especially in the Petite Boukan section, we haven't receive anything for 10 day they will die of this without. ...","n kosne pou jete yon atansyon spesial a gresye, patikiliman seksyon peti boukan, pap la poko jwenn anyen depi anviron 10 jou, yap mouri swaf dlo, san m",direct
1516,".. . because my house is destroyed, only like bed ?tonb?et, with a mase today. I have a little clothing down there Aranbl?omme they say has a house that. .. ","paske kaye mwen kraze net, selman komm li tonbe net, avek yon mas jodi a, mwen jewn de moso rad anba ranbl komm yo di gin kaye ki pwal ba",direct
1517,".. . zone Croix de Bouquets, I'm asking please what I can do to get help especially a place to sleep with my children because my place. ...","ti zonn kwa de bouk, map mande sil vou pli kisa poum fe poum ka jwen di pis poum ka demi yon jou ak timoum mwen. paska plas pam nan",direct
1518,"Hi, we are on Rte 9, right after the Minustah Base, we have no water and food. The way they distributed the supplies was wrong, we did not get anything. .. please help us","Bonswa nou sou wout 9 la lew fin kite baz minusta yo nou gen problem dlo ak manje, li yo vin bay dlo li mal distribiye nap mande pou yo bay li de apateman tanpri",direct
1519,"My necessities are not complex. I don't have money right now to be able to get on the internet. So, that is why I am telling you a little about myself and I will tell you more when you respond. Bye. ",n nesesite e mwen pa konplexe. Mwen pa gen kob kounie ya poum ta ekriw sou Net. Se sak fem tou palew 1 pe de mwen donk map diw plis apre repons ou. Bye,direct
1520,please put something on my card ( phone ) so I can let people know I'm here thanks,tanpri mete yon ti kat pou mwen poum fe moun mwen konnen mwen la. mesi davans,direct
1521,I WANT TO WORK BUT. I AM A STUDENT OF THE IHECE UNIVERSITY FIRST GRADE. I AM VERY HUNGRY I NEED AND I WANT TO WORK I UNDERSTAND ENGLISH ENOUGH BUT I SP. ..,I WANT TO WORK BUT. I AM A STUDENT OF THE IHECE UNIVERSITY FIRST GRADE. I AM VERRY HUNGRY I NEED AND I WANT TO WORK I UNDERSTAND INGLISH ENOUGHT BUT I SP,direct
1522,"we have no water, please help us because we really need help. when you get the message, let me know, text me back please. ","n manje nou pa gen dlo tanpri gade sa nou ka fe pou nou paske nou nan nesesite, le nou jwenn mesaj la fe m konen sou nimewo sa a. mesi.",direct
1524,I would like to thank everyone who came to help and give us information. I'm a victim. I would like more information on how I can help in. .. ,Map salue tout moun ki vini bay aide yo konesans yo a nou mwen se yon viktime min mwen ta rinmin ginyin plis infomasion kijan mwen kapab benefisie nan,direct
1525,We thank Voice of America radio for all the messages they sent for us. We are listening. Thank you.,"Mwen remsye Radyo La Vwa Lamerik pou tout mesaj sa yo li voye pou mwen an, gen kek repons mwen ta fe mwen pa entnt. Mesi",direct
1526,".. . beer, and then I have emet?n construction building, and I am 1 motos. .. ","bier, enswit mwen gen metid an konstriksyon batiman, emwen se 1 motos",direct
1527,what number can they call for clientele services here? ,nan ki nimewo yo ka rele sevis kliyantel voila-a?,direct
1528,Please contact me for more info about my needs.,ki trete ak tant an ka la pli. pou plis presizyon nou ka kontaktem sou menm nimero sa poun ka ede moun sa yo rale yon souf.,direct
1530,"What will make me happy, If I can find a job at ONG or Govt. Help me please. ",Satap fem kontan sim ta jwen job nan ONG ou gouvenman. edem svp.,direct
1531,"We are the people of Gran gwav, we are asking for all authorities for alimentary aid ( food ) we invite them so that they can do a census because everyone is a victim.",Nou menm pap gran gwav nou mande pou tout otorite kikonse nan zaf d alimante yo pouyo fyon resansman pouyoka envite derapay paske tout moun viktim. M,direct
1532,There's a manifestation going on on Route Delma 8. We are tired of sleeping in noise,Manifestasion sou rout delma. Delma 8 nou bouke dormi nan serin.,direct
1533,i live in Croix des Bouquets on rue St jean. We need help. We don't have anywhere to stay. We don't have any food nor clothing. we're asking for help. Please!,NON PAM SE MAKENLEY MWEN RETE KWADEBOUKE NAN RI ST JEAN NOU BEZWEN ED NOU PA GENYEN KOTE POU NOU RETE NOU PA GEN RAD NI MANJE NAP MANDE POU EDE NOU TANPRI,direct
1534,thank you for the work that you are doing. i'd like to participate also,Mwen remsye nou pou gwo travay sa nap fe a nan kominote ayisyon nan mwen ta byen renmen fe pati de gran asenble a e en mm tan bay patisipasyon m nan ch,direct
1535,"We are in the zone of Brach. We are in pain. We need food, water, medicine and a tent. The house has crimbled. We are dying of hunger. We are in Leogan Brach. ",N0u zon brach miz ap touyeYO nou ap rele sekou noubezyen manj dlo medikaman tant ou prela tout kay kraze grangou ap touye nou leogan brach. SE ROBINSON,direct
1536,"this is the high school fabre n geffard of gonaive. we'd like to leave ( ? ) in order to rest, because we are tired and smelly because of our work ( ? ) each day","nan lyce Fabre N. Geffrard des gonaive. mwen ta renmen lise peyi a pou m ka al pran yon ti repo, paske m santi m fatige a koz de sa map w chak jou. sa pa",direct
1537,"Two times each hour, ask for grace, pardon, and mercy for Haiti! Do this with faith, it's God who can pull us out of this. .. Send this message to 10 other people.","Chak 1 h 2 tan, mande gras, padon, mizerikod pou Ayiti! Fl ak lafwa, sel Bondye ki ka retire nou nan sa. .. Voye mesaj sa pou 10 lot moun!",direct
1538,How can someone go to the USA that has a brother who is a citizen?,Koman yon moun ka ale etazini si li gen yon frl ki sitizen.,direct
1539,I need to know if someone who is in the military can send for his or her family,Mwen bezwen konnen si yon moun se militaire li ka voye chache yon fanmil,direct
1540,I need some people who can help me with people who have already died.,Mwen bezwen konnen konbyen moun yo bay ke yo jwenn mouri deja.,direct
1541,The Haitian National Police's General Director has not said a word about the 22 promotions that are to close? ,DG PNH lan pa di anyen pou 22 promotyon an ki ta dwe fmen an?,direct
1542,Hello I'd like to know if really there will be more earthquakes again this weekend ,Bonswa mwen ta renmen konnen eske vr ap gen tranbleman ta ank vri pou wikend lan tanpri fem konnen,direct
1543,We're looking for more information concerning the earthquake,mwen ta renmen gen plis enfomasyon kons nan tranbleman t 'a. Tham Lony depi matisan.,direct
1544,I would like to know if it's true that there is going to be an 8. 3 magnitude yearthquake.,Jaimerais savoir si cest vrai il va y avoir une magnitude de 8.3,direct
1545,"Hello all people I'm here in the street My house is collapsed, broken My cousin, my aunt ","SALUT TOUT MOUN MWEN NAN LARI, KAY MWEN KRAZE FROM, KOUZINM, MATANT",direct
1546,I would like information on the earthquake. When will the aftershocks end?,Je voudrais avoir des infos sur le saisme. A quand la fin des repliques.,direct
1547,We are concerned because we heard that there is going to be an earthquake at 8 : 05 in Petite Riviere de Nippes.,Nou ENKIETE PASKE NOU TANDE YAP DI TRANBLEMAN DE TE A ap pase a 8. 05 se petite rivire de nippes.,direct
1548,"I'd like to get more information about the possibility of more earthquakes in the days to come. Radio Caraibes is talking about it, but they did not finish talking w ( believe this was with, but word was cut off )",Mwen entrese genyen enfomasyon sou posiblite pou gen anpil lot tranbleman de te nan jou kap vini yo. Radio Caraibes ap pale de sa men yo pa fini pale av,direct
1549,I would like to get some info about the earthquake.,mwen tarenmen konn yon ti enfomasyon sou tranbleman de ta a.,direct
1550,don't understand the first part. .. understanding. We are waiting for your response,zwen e koman demache la ye. mesi pou konprehansyon nou. map tann repon nou,direct
1551,Do you think someone with an expired visa will be allowed in the Dominican Republic?,Eske nou panse yon moun ki te gen viza epi viza l fini ka ltb sen domeng. Sanel,direct
1552,I would like information on the last tremors of the earthquake. Thank you.,Je voudrais avoir des informations sur les dernieres secousses du seisme. Merci.,direct
1553,good evening i'm writing just to have some information on how we can get to Senegal,Alo bonswa mwen ekri nou jis mwen ta remen jwenn yon enfomasyon sou peyi senegal. Kman yon mou n ka ale la?,direct
1554,We are survivors of the reserve that is in the Gressier commune. WE dont have nothing no help we are victims all our houses collapsed and we had to leave everything,"Nou se Abitan Nan Rezv ki nan komin gresye Nou pa janm jwenn anyen nan ed kap bay yo, E nou viktim anpil tou paske kay nou kraze tou ki donk nou lage d",direct
1555,"We have had problems since the earthquake. There is no authority to help us and we haven't been able to find water. A lot of people are hurt, we stared a comittee ","nou gen problem 2pi la tranbleman ta a pa gen okenn otorite ki pote soutien ba nou menm dlo nou poko janm jwenn. pye moun yo andomaje. Nou fome komite, y",direct
1556,we were told that if we do not have a hone we will not find help. God what are we supposed to do. We are at ruelle Nazon rue Codada near impasse Chauvet ) thank you,o di si nou pa gen machin nou pap jwenn anyen oh Bondye kisa nou fe nap peye. ( ruelle Nazon rue codada ak impasse chauvet ) Domingue Standley mesi,direct
1557,"i'm in third year of computing sciences in university RUBEN LECONTE that collapsed, the director died, when i got back home, i diden't find mom or dad or bro","Mwen nan 3me anne science informatique nan universite ruben leconte li kraze direkt a mouri lm rive lakay mwen pa jwen n ni manman m, ni papam, ni fr",direct
1559,after how muche time does the earthquake stop? did it pass and at what level?,apre Kombyen tan tranbleman de ta a ap Fini?eske l ap pase aswa?si wi ak ki echl?,direct
1560,"We are hungry, Our home has been crushed, our family who were in the city- come find us ","Nou grangou, Kay nou kraze, fanmi nou ki te nan vil yo vinjwenn nou, n",direct
1561,"Cyclone Digicel has some minutes to put for me since Tuesday, it never did 172. 28",Cyclone Digicel gen yon minit depi madi pou mwen li pa jann metel 172. 28,direct
1562,"i am in the carfour area, i have difficulties because i can't make calls from my phone. how can you help me?",Mwen nan zon kafou mwen an difikilte paske mwen paka fe apel sou telefon mwen koman nou ka edemd,direct
1563,"Brothers and sister that distribute drugs and food, we are in Des cesars street prolongation ally way Felix, we are asking for support becuse we have nothing","Frem ak sem ki nan distribisyon medikamen ak manje yo nou menm ki nan rue des cesars prolonje zone ruelle felix nap mende sipo, paske personne moun pa ja",direct
1564,"They ( The relief team ) never came by where we live in Delmas 33. We need water, and food. They never came by since the earthquake.",Yo pa janm pase b kote nou nan demas 33 peti plakazo nou bezwen dlo manj yo pa janm pase we nou depi la tranbleman de tt,direct
1565,"I am following the message. I know there are a lot of people you are already taking care of. But, myself, I don't have any aid organization. just me. a young person raised in the area. I. .. ","Map fe swit mesaj la mwen konen gen anpil moun se zafe pa yo wap fe, mwen menm mwen pa gen okenn oganizasyon jis mwen se yon jenn ki leve nan zonn nan, mwe",direct
1566,"I'm on foot until now, with my family",MWEN PY JAMEL JIS KA PREZAN MWEN POKO KA FIN KOMINIKE AK FANMY MWE,direct
1567,Can i find a job if i only passed level 1 of Gestion des Affaires (Business Gestion),Est-il possible de trouver un boulot si je seulement en Niveau I en Gestion des affaires?,direct
1569,"in the name of the young in action from Croix des missions, we are sollic . ..  ",au nom des jeunes en action de coixdesmissions nous vous solicito,direct
1570,Is the Nigeria trip true? What's the address for the embassy?,Eske vwayaj Nigeria se verite. Ki kote adres anbasad la ye,direct
1571,"They tell me Senegal is receiving Haitian natives, please give me more information",Yo dim senegal ap recevwa yon kantite aityen dim koman sa ye,direct
1572,I heard there will be an earthquake at midnight,Mwen tande tramblement de terre a ap pase a minuit,direct
1573,"Every secon in your heart in all your activities ask for grace, forgiveness and mercy for Haiti faith ,. .. only God can get us out of this. . please send this message","Chak seconde andan kw, nan tout aktivite w yo, mande gras, padon, misericorde pou ayiti! Fl ak lafwa, sel Bondye ki ka retire nou nan sa. .. Voye mesaj s",direct
1574,4636 we have nothing to live on in Bel-Air ,46 36 nou pa gen anyen pou nou viv sou bl,direct
1576,What I would like to know is did we loose a lot of artists and who are they? ,Sali mwen ta remen konnen eske nou pedi anpil atis e kiyes yo ye,direct
1577,"I suffering from a crush injury, the doctor said there's nothing that can be done to help me. I'm in allot of pain",Mwen gen pim bloc tombe sou li lanfl mwen paka fe anyen avl docteur di san kay ladan l yo paka fe anyen pou mwen men map soufri anpil,direct
1578,a little information on aftershocks please,yonti information sou replik yo,direct
1579,and in addition what time will it be possible for me to sleep in my house?,E en plis ki le lap posib poum demi andan lakay mwen,direct
1580,What is the temperature for today? Let me know ,Koman tansyon an ye pou jodi a? Fm konen,direct
1581,I need information on the number 4636,Mwen bezwen infomasyon sou nimewo sa a 4636,direct
1582,I would like to know if the amercian embassy will grant people visas so they can find relatives that are american citizens and can come and pick up their relatives i haiti. Can. .. . ,Mwen ta renmen konnen eske anbasad ameriqen ap bay moun visa depiw gen yon fanmiw ki Cityzen ameriqen eskl ka antr vinn chach fanmi li haiti? Eske gen,direct
1583,Thank you for the work you are doing. Information we need to know is very useful to us. There are bout 500 of us on Rue du Cosquer in Delmas 9 who need food water and help.,"Mesye,msi pou travay nap fe ya.Enfomasyon nou dwe konnenitil nou anpil.Nou se anviron 500 moun nan Rue du Cosquer nan Delmas 9 ki bezwen sip menm jan",direct
1584,"ok tout le monde qui victime. paix pager gens y ont autority, y ont organisation. .. qui entre viens visiter emmener ce que nous avons besoin de l'eau, medicament, tant electricity, nous envoyer petit message. Contact persons of Authority we need water, medications, all electricity, send small message ","ak tout lot moun ki viktim. Pa janm gen yon otorite, yon oganizasyon. .. ki antre vin viziten alske nou bezwen dlo, medikaman, tant elatriye. Nou voye ti mesa",direct
1585,"Victum in Debisi Tijo, big cut on leg","ithe dzius. li te viktim debisi tijo, li blese grav nan pie, li pak",direct
1586,"I need some food supplies, for example flour and sugar",nou bezwen anpil d tankou manje fari n sikak tout lot kalite,direct
1587,I would like to have some information,Jaimerais avoir des information,direct
1588,Help me please. I am wounded. I did not find anything from the aid.,EDEM SVP MWEN BLESE MWEN PA JWENN ANYEN NAN AID YO,direct
1589,i would like to find more information on the disaster.,Mwen ta renmen jwenn plis enfomatyon konsnan dezast la,direct
1590,"pity for makonb, did you forget this district?","Pitye pou makonb, eske nou blyen nan zon sa.",direct
1591,"We haven't found/recieved any food in Delmas 33, the Adoken district",NOU PA JWEN MANJE NAN DELMAS33 ZONE ADOKEN ET POMPE TOTAL,direct
1592,"I got the message.  I would be very happy to find a job to help my family because they have no means. I have no CV, I study phamacology at my school","Mwen resevwa mesag la mwen ta byen kontan jwenn yon job pou ede fanmim yo paske yo pa gen mwayen. Mwen pa gen C. V, MWEN etidye pharmacologie lekol mw",direct
1593,Where can police get food and water?,Ki kote polisye yo ka al pran manje ak dlo.,direct
1594,I need information about t. t.,mwen beswen infomasyon sou t. t.,direct
1595,collapsed suddently. I hadn't graduated yet. Please do what you can I need help. ,en kraze plat mwen pat ko pran diplm mwen. S. V. P fe sa nou ka fe pou mwen paske mwen bezwen ed.,direct
1596,what will be done for people that are sleepoing in the street,E kisa yap fe pou moun kab domi nan lari yo?,direct
1597,I'm dying of hunger do something for Haiti. Please.,M ap mouri grangou fe yon bagay pou ayiti tanpri souple,direct
1598,I am in Fotamara near the Elim Church. We do not have food to eat. Please help us. ,men nan fotamara bo leglis elim nan nou pa gen manje pou manje ede nou non tanpri,direct
1599,I want more information aout the earthquake.,mwen vle jwenn plis enfomasyon pou tranbleman te a,direct
1600,I would like to know if we are going to get any more earthquakes like the one we had the 1st time around. ,Mwen ta renmen connin esqe tranbleman de t cap vini an ap pifo ke sac pa ce a,direct
1601,Is there a possiblity that a stronger earthquake will hit Haiti today.,est ce k'il y a possibiliti pour k'un autre SEISME de plus forte altitude frappe haiti aujourdhui,direct
1602,When will the digicel office be opened? Will the US embassy continue to recruite people?,Kil biwo dijisal yo ap ouvri. Eske pwogram rekritman anbasad ameriken nan ap kontinye mesi.,direct
1605,i would like to know what you are saying for cite militaire?,mwen ta renmen konnen sa yap di pou nou nan site milite,direct
1606,How can we predict today's situation,KOMAN NOU PREVWA SiTiYASYON AN JODi-a.,direct
1607,How can I find help for my neighborhood? ,Comment je peux trouver de l' aide pour mon quartier?,direct
1608,hello I have problem. I live in the street,bonjou mwen gin poblaim se nan lari mwen ye,direct
1609,"Hi I don't have a place to sleep, it's in the community park on santo 17, on the Peter field, we don't have food, do something for us please.","BONJOU MWEN PA GEN KOTE POU MWEN DOMI SE NAN PAK COMINOT NAN SANTO 17 LA, NAN TREN PIT A NOU PA GEN MANJE FE YON BAGAY POU NOU TANPRI SVP",direct
1610,I need some information on what's going on in Haiti's situation.,mwen ta renjwen yon ti enfo sou siti ya syon nou ye la,direct
1611,Who knows if the aftershocks will last for a month and a half?,D'apres qui sait-on que les repliques sismiques dureront 1 mois et demi?,direct
1612,"I am a viuctim. I am in Moinret Bonrepos. I sleep in the streets with my wife and child. I have no food to give them, please tell us what to do and what you can do for us",Moinsyon victime moinret bonrepos serin mapedormir madame moinyontimoume moinpagenmange poume bayo silvousplait dirigent yowsanous caferpourmoin,direct
1613,S. O. S in Leogane. .. we need shelter because we are sleeping outside.,S. o. s pou leogane ( makm ) nou bezwen kouvti plastik paske se nan seren nap demi,direct
1615,The gist of this message is: They said that people in a government car took pictures ..100 American dollars..after Port au Prince was destroyed so that people know that it is true ,"Yo di machin leta mete yo, yo fe foto w ak 100 dola ameriken apre sa poto prens fini pou moun sayo eske c vre",direct
1616,Hello I'm a professional I need a hurricane job,Bonjou mwen seyon profesyonel mwen bezwen yonjob cyclone,direct
1617,"I need help, have nothing to live","Mwen bezwen Help, m'pa gen anyen poum viv.",direct
1618,"Hello, I heard on the radio the people in difficulty can text this number, my brothers and sisters I was living in a house with my father, brother, sister, my spouses child has two children. ...",Bonjour mwem tap tande radio yo di moum ki andifiklete voye sms nan nimero sa fri ak si mwem tap viv nan kay ak papa fr se pitit mari mwem gen de pitit,direct
1619,I didn't tell the whole family this :  The reason I was saved awasn't harmed is because I was in the streets.  Right now I'm in the streets with this child. I can't live like this.,mwem pedi tout fanmi sa sak fe mwem ka sove ka yon pitit se paske mwem te nan lari kouye la mwem nan lari ak pitit sa mwem pa genyen poum viv nan kasa m,direct
1620,I don't know what I you will do for me. Thanks in advance. ,wem pa konnen kisa nou va fe pou mwem mesi davans,direct
1621,"hi, I would like to know what the State is planning to do about the schools. And also whether we'll have a new capital. ","Bonjou m ta renmen konnen koman leta pral oganiz an lekl, gen anpil ki tonb, epi eske li posib vri pou yo deplase kapital la?",direct
1622,"Oh my God. I would like to know why we are not getting aid. Those of us who are in Signo, Geren, Brach. We have 4 little bags of rice, 1/2 gallon of oil, a small bag of beans for 22 people. ","Mezanmi mwen ta renmen konnen poukisa si acted apbanou d noumenm kinan zon signo, geren, brach 4 tisak diri, dmigalon lwil, yon tisakpwa pou 22mou kisa tima",direct
1623,Please see what you can do for us. Every day we are fighting to find some food.,njesa kaf pounou sechakjou nou pralpran limpase mize pounjwen timanjesa?,direct
1624,"we're starving, no shelter no food. . nothing at all. Please we're asking you for water, food, tents, blankets, shelter to stay, bowls, and medical stuff etc..","en. Nap mouri grangou nan seren an san anyen. Mande svp pote : dlo, manje, tant, dra, kabann, veso, pwodi medikal, elatriye. ..",direct
1625,I would like to know if there are going to be any more aftershocks like the one we had on January 19th,MW TA REMIN KONIN ESKE NAP PrAN YON SECOUSE ENKOR MIM JAN AK MARDI 19 JANV ENKOR,direct
1626,I would like your help. Come quickly.,Moin ta renmin nou ede moin vit vit tenpri,direct
1627,I would like to find reliable information.,Mwen ta renmen jwenn bon jan enfomasyon.,direct
1628,When will Cam Transfer start working again?,"Ki le nap ka jwen sevis nan KAM TRANSFE,",direct
1629,Is it true that people can go to Senegal without a visa?,Est ce vraie que les gens peuvent aller au Snegal sans visa?,direct
1630,What can I do to go to Senegal right away because I won't be able to live here anymore,Kisam dwe fe poum ka ale au Sngal tou swit paske m pa ka viv ank.,direct
1631,I want more information about the earthquake.,Mwen vle gen enfomasyon sou tranbleman ta a,direct
1632,I would like some information.,MWEN VLE GENYEN KEK TI ENFOMASYON.,direct
1633,When will they start giving out Canadian visa?,KI L YAP KOMANSE BAY MOUN RESIDANS YO VISA CANADIEN,direct
1634,"Good Morning, I'd like to get some information on the public pls","Bonjour, mwen ta renmen gen plis enfomatyon sou replik yo silvouple",direct
1635,What is the exchange rate for the US dollar?,Quel est le taux du dollar americain?,direct
1636,I would like to know when the aftershocks will end,Mwen ta renmen konnen ki la replik yo ap fini.,direct
1637,When will these earthquakes stop?,Mwen pa vle konmen ki li seuis ap fini,direct
1638,I would like to receive information.,Mwen ta renmen gen tout enfomasyon yo,direct
1639,"I need some information, radio but no battery ( translator's interpertation - could mean i don't have a lot )",Mwen bezwen yon ti enfomasyon radyo m pagen pil.,direct
1640,I'd like to know how things r going? ,Mwen ta renmen koman bagay yo ye,direct
1641,I'm hungry I haven't recieve anything to eat. ,MWEN GRANGOU MWEN PA JWEN MANJE.,direct
1642,I would like some information on the earthquake.,Un peut d. information sur le trenblement de terre.,direct
1643,"Hello I am a student of L'ecole Sorbonne, the school has colapsed and I'm wounded, my home is also destroyed and we haven't found anything salvageable. We need help, please send help.",BONJOU MWEN SEYON ELEV RHETO NAN LEKOL SORBONE LEKOL LA TONBE SOU MWEN MWEN BLESE KAY MANMANM KRAZE NOU PA JWENN ANYEN EN NAN NESESITE MAP MANDE NOU EDEM,direct
1644,I would like to know if the earthquake will come again,Mwen ta renmen eske tranbleman ta a ap pase toujou,direct
1645,Please I am in Mariani.  I'm waiting for you Thank You,SVP SE MARYANI MWEN YE MAP TANN NOU MESI,direct
1646,What is the risk assessment for people in La Plaine. Please answer me. I sent a SMS before and didn't get an answer.,Ki pi gro risk moun laplan yo kouri. repon mwen souple paske mwen te voye yon sms deja mwen pat jwenn repons,direct
1647,I am with someone who was it in the head. They pass out from time to time. Where can I find a neurologist?,"Mwen gen yon moun kite frape nan tet, detanzan lap evanwi konnye a. Kote mwen ka jwen yon newolog",direct
1648,Est-ce que ya monde qui aller U. s. a et qui ont tomoin qui Americain Are there people who are going to US and that have witness that is american ,Eske yon mounn ka ale usa ak yon timoun ki ameriken.,direct
1649,I would like to knwo where I can find work?,Mta renmen konnen ki kotem ka jwen. yon travay.,direct
1650,"We are on Delmas 105, route des freres, Hecto intersection. We don't have water or food.",Nou nan delmas 105 rtfrere mache kafou hecto nou pa gen dlo manje nou pa gen tanpe,direct
1651,What should we do if we're victims?,Kisa pou nou fe si nou viktim?,direct
1652,"please we need water, food and tents, we have 101 chlidren. .. please come rescue","p jwen dlo, manje, tant pou nou demi nou gen 101 timoun vinn sove n",direct
1652,"please we need water, food and tents, we have 101 chlidren. .. please come rescue","p jwen dlo, manje, tant pou nou demi nou gen 101 timoun vinn sove n",direct
1653,Good day. . I'd like to get the news.,Bonjou. Mwen ta renmen resevwa nouvel yo. Mesi.,direct
1654,How can I go to the Dominican Republic?,Kijan mwen ka fe pou m al sendomeng?,direct
1655,I would like to know where Haitians can go without visa,Mwen ta renmen konnen ki kote yon ayisyen kapab ale san visa,direct
1656,"Good Day, I would like information about people who are leaving the country. If someone is naturalized, can they help","Bonjou, mwen ta renmen gen enfomasyon de moun ki ka pati, eske si moun nan natiralize li ka antre yon moun mesi",direct
1657,We are an organization named UCPLC that has been in existence for one year.,Nou se org. ki rele ucplc ki gen 1nan,direct
1658,"Hello, I would like to have importain on what has happening. Thanks You","bonjour mwen ta renmen konnen tout enformasyon enportan yo, merci se Monnely?",direct
1659,"Hello, please if I know someone in Canada but I don't have ID, can I go to Canada?","Bonjou, svp eske sim gen moun kanada, mwen pa gen pys mwen ka ale kanada?",direct
1660,"I need to get to Cap Haitien, can I go?","M gen poum ale okap, eskem ka ale?",direct
1662,I need to know what's going on,Mwen bezwen konnen sa kap pase,direct
1663,Is there anyone that has a ride going to St Domingo? ,ESKE MOUN KI GEN ERNI KA AL ST DOMIMGE,direct
1664,Do you have a tent where people can go and find work in town and in the suburbs?,Eske nan yon ti tan ank moun pral jwenn travay nan vil la kom nan pwovens?,direct
1665,Please come help us in Betin Titus Prolong,Tanpri souple. vini sove nou nan BETIN TITus prolonge,direct
1666,How do I find a visa to Florida?,Comment puis-je trouv un visa pour aller en floride?,direct
1668,i would like to know when the US ambassy will start working so i could take a rendezvous for a us residence,M ta renmen konnen si nou gen infomasyon sou kile anbasad americaine ap ouvri pou moun kite gen randevou residence,direct
1669,When will the eachivey open? How much time will it take?,Kil achive ap ouv konbyen tan lap pran,direct
1670,At what time and where will the help will be found in the carrefour.,Kil ak ki kote ed yo ap distribiye nan Kafou?,direct
1671,"We are 16 families with over 27 children. We need water, food and a tent please.","NOu se 16 fami ak pase 27 ti moun. Nou bezwen dlo, manje, tant silvouple. Yveline josma.",direct
1672,Message received ( the French and kreole mean the same ).,Message received. Message recu. Mesaj ou ale,direct
1673,I'm a police officer and I have lost my wife along with 5 other people. I live in Diquini near the port of Carrefour. I have not received any assistance yet. I await your response. ,Mwen se yon polisy Mwen pedi madanm mwen ak 5 lot moun anko mwen rete dikini bo mari kafoua. Mwen pa ko jwen anyen kom d. Map tann repons nou.,direct
1674,I am greeting you in the name of the lord. This morning I have a question I would like to ask if it doesn't bother you and a few more I would like clarified. Is it possible ? and birthday of? ,Map salie nou nan nom seinye a. matin mwen gin yon kestion pou m ta poze nou si sa pap derange nou e kek lot mwen ta rinmin pi kle eske li posib e fet de,direct
1675,Who is next to us that could receive a PREGNANT WOMAN needing medical help? ,Ki kote nou resevwa fanm ansent ki ta bezwen asistans medikal?,direct
1676,Please fowrd this sms because we have a comitee who's willing to speak for us.,F sa pase pou nou svp paske nou gen yon komite pou pale pou nou.,direct
1677,"Hello, Digiciel is he the best network in the country. I am aware that you are doing a lot for us in our time of need. Thank you Digiciel. Can you put a little money for me ","Bonjou Digicel pi bon rezo peyi a, mwen konsyan ke ou fe anpil ef pou nou pandan nou an difikilte mesi bokou Digicel. Eske ou ka mete yon ti kob pou mwe",direct
1678,"i have a problem, becaue i can't find food to eat and my phone card is finished i cant call family abroard.","Mwen gen pwoblem, paske mwen pa gen lajan pou m manje. epi kat mwen fini m pa ka rele fanmi m lot b.",direct
1679,I'd like some information about traveling to the United State please.,"S, il vous plait mwen ta renmen genyen gen tout enfmtyon sou koman yon moun ka vwayaje pou la etaziny",direct
1680,I'd like some information about Haiti.,Mwen bezwen enfomasyon sou seyis la,direct
1681,i would like more information on the trip to Santo Domingo,mwen ta renmen konen plis enfomasyon sou zafe vwayaj sindoning nan.,direct
1682,"Hello. We are here in the Zone Williamson. We need help. We have a famine and it is more than we can take. We need food, we need water. We are eating whatever we can find.",Bonjour n ap tande nan akaye zon wilianson nou bezwen ed nou nan grangou se mou ki ti moiyen k ap viv nou bezwen manje nou bezwen dlo manje che pran ka n,direct
1683,"I would like to have some information, please.",MOIN TA RINMIN GIN YON TI INFOMATION SILVOUPL,direct
